crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2022-06-02,Thu,N,2022,Q2,Daylight,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,Other,Not Applicable,ADK503001Q,20220602,18:47:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FEDERAL,0,U,U,NA,N WOLFE,39.2905133579599,-76.5907064871047,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-06-02T18:47:00Z
2022-06-21,Tue,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK713000C,20220621,17:30:00,No,N,N,1,Other Vehicle,1,1680,1.14,West,W,E FAYETTE ST,0,U,E,1025,N WOLFE ST,39.2940326371759,-76.5911911092152,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-06-21T17:30:00Z
2022-06-22,Wed,N,2022,Q2,Daylight,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK0950020,20220622,11:53:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2000 BLK ORLEANS ST,0,F,N,NA,400BLK N WASHINGTON ST,39.2953253091146,-76.5893907234465,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-22T11:53:00Z
2022-06-26,Sun,Y,2022,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Light Support Pole,ADK383002B,20220626,23:45:00,No,N,N,2,Fixed Object,9,NA,0,NA,NA,2300 BLK E FAIRMOUNT,10,F,S,NA,0 BLK PATTERSON PARK,39.2931274,-76.5845773,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-06-26T23:45:00Z
2022-06-11,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK458000Y,20220611,19:40:00,Yes,Y,N,1,Not Applicable,0,40,6.6,East,E,ORLEANS ST,0,U,E,1087,N WASHINGTON ST,39.2953305783881,-76.5898023556311,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Other Vehicle,2022-06-11T19:40:00Z
2022-06-24,Fri,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Other,Not Applicable,No Defects,One-way Trafficway,Not Applicable,ADI245005S,20220624,18:13:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,6 S ANN ST,100,F,S,NA,2000 ELOMBARD ST,39.291017880713,-76.5917646206588,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-06-24T18:13:00Z
2022-06-03,Fri,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADK456002S,20220603,08:29:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,400 N MONTFORD,0,F,E,NA,2400 ORLEANS,39.295592953864,-76.583502936349,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-06-03T08:29:00Z
2022-06-29,Wed,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Single Vehicle,Not Applicable,Not Applicable,One-way Trafficway,Not Applicable,ADK7550004,20220629,15:09:00,Yes,Y,N,3,Not Applicable,0,NA,0,NA,NA,1900 E MONUMENT STREET,0,F,U,NA,600 N. WOLFE STREET,39.2956262172375,-76.5891856348213,Point,,Injury Crash,Not Applicable,Feet,NA,Y,N,Pedestrian,2022-06-29T15:09:00Z
2022-06-03,Fri,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK208000W,20220603,15:45:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,JEFFERSON ST,0,F,W,NA,PATTERSON PARK AVE,39.2966171808572,-76.5849858184929,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-03T15:45:00Z
2022-06-20,Mon,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK4580012,20220620,18:55:00,No,N,N,1,Not Applicable,0,40,6.753,East,E,ORLEANS ST,0,U,W,0,N COLLINGTON AVE,39.2954728177233,-76.5864568771195,Point,,Injury Crash,Not Applicable,NA,NA,N,N,Other Vehicle,2022-06-20T18:55:00Z
2022-05-03,Tue,N,2022,Q2,Daylight,Baltimore City,24,NA,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK2690032,20220503,19:04:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FAYETTE ST,5,F,E,NA,N CAROLINE ST,39.2927200046393,-76.5918555753954,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-03T19:04:00Z
2022-06-17,Fri,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK1010026,20220617,10:03:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS ST,0,F,N,NA,PATTERSON PARK AVE,39.2955058037754,-76.5849336549996,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-17T10:03:00Z
2022-05-26,Thu,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK458000W,20220526,15:00:00,Yes,Y,N,1,Not Applicable,0,40,5.74,East,E,ORLEANS ST,0,F,E,0,ENT TO BUSINESS,39.2953645775365,-76.5924743689624,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-05-26T15:00:00Z
2022-04-16,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK208000R,20220416,18:30:00,No,N,N,2,Parked Vehicle,2,1665,1.647,East,E,E BALTIMORE ST,15,F,W,1410,N PATTERSON PARK AVE,39.2918553698272,-76.5847028471653,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-04-16T18:30:00Z
2022-06-01,Wed,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Not Applicable,Dry,No Defects,Other,Building,ADJ396001C,20220601,16:39:00,No,N,N,88,Not Applicable,0,NA,0,NA,NA,BRADFORD STREET,50,F,N,NA,ORLEANS AVENUE,39.2958384243208,-76.5844038268988,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other,2022-06-01T16:39:00Z
2022-05-06,Fri,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Wet,No Defects,NA,Not Applicable,ADK4840007,20220506,12:44:00,No,N,N,1,Parked Vehicle,2,NA,0,NA,NA,500 N CHESTER ST,50,F,S,NA,2000 E JEFFERSON ST,39.2965452116038,-76.5877085854855,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-05-06T12:44:00Z
2022-05-07,Sat,Y,2022,Q2,Not Applicable,Baltimore City,24,Intersection,Same Direction Left Turn,Wet,No Defects,One-way Trafficway,Not Applicable,ADK529002C,20220507,20:26:00,Yes,Y,N,1,Other Vehicle,1,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2953129699828,-76.5906863461522,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-05-07T20:26:00Z
2022-04-06,Wed,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADJ294004T,20220406,08:35:00,Yes,Y,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,0,F,E,1087,N WASHINGTON ST,39.2953687766417,-76.5893215918522,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-04-06T08:35:00Z
2022-05-13,Fri,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADJ294004W,20220513,13:24:00,No,N,N,1,Not Applicable,0,1410,1.29,South,S,N PATTERSON PARK AVE,100,F,N,40,ORLEANS ST,39.2948680348337,-76.5848820357032,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-05-13T13:24:00Z
2022-06-05,Sun,Y,2022,Q2,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,Not Applicable,Not Applicable,Not Applicable,ADK263001L,20220605,07:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,S CHESTER ST,0,F,W,NA,E BALTIMORE ST,39.2917831712634,-76.5874297218045,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-05T07:00:00Z
2022-05-10,Tue,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Building,ADJ957002R,20220510,16:15:00,No,N,N,9,Fixed Object,9,NA,0,NA,NA,ORLEANS ST,20,F,E,NA,COLLINGTON AVE,39.295539,-76.586307,Point,,Injury Crash,NA,Feet,NA,N,N,Fixed Object,2022-05-10T16:15:00Z
2022-04-16,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Not Applicable,No Defects,One-way Trafficway,Not Applicable,ADK6750008,20220416,17:45:00,No,N,N,3,Not Applicable,0,1087,0.167,North,N,N WASHINGTON ST,6,F,N,1680,E FAYETTE ST,39.2945074727306,-76.5893324187105,Point,,Injury Crash,NA,Feet,NA,Y,N,Pedestrian,2022-04-16T17:45:00Z
2022-04-09,Sat,Y,2022,Q2,Dark Lights On,Baltimore City,24,Intersection Related,Same Movement Angle,Wet,No Defects,One-way Trafficway,Not Applicable,ADK7780005,20220409,01:40:00,Yes,Y,N,1,Not Applicable,0,1680,0.968,West,W,E FAYETTE ST,5,F,E,0,N CHESTER ST,39.2941867532465,-76.5875508844586,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-04-09T01:40:00Z
2022-04-02,Sat,Y,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Curb,ADK597000P,20220402,05:25:00,Yes,Y,N,9,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2953110791149,-76.5919639811589,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Fixed Object,2022-04-02T05:25:00Z
2022-04-28,Thu,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ866001Y,20220428,10:40:00,No,N,N,3,Not Applicable,0,NA,0,NA,NA,EAST BALTIMORE,0,F,W,NA,COLLINGTON,39.2917589119487,-76.5861413438973,Point,,Injury Crash,Not Applicable,Feet,NA,Y,N,Pedestrian,2022-04-28T10:40:00Z
2022-05-19,Thu,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,Other,Light Support Pole,ADK5900012,20220519,20:25:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,E BALTIMORE ST,0,F,W,NA,S WASHINGTON ST,39.2917152,-76.5891577,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-19T20:25:00Z
2022-05-29,Sun,Y,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK4940015,20220529,18:00:00,Yes,Y,N,11,Not Applicable,0,NA,0,NA,NA,ORLEANS ST,0,F,U,NA,N WASHINGTON ST,39.2953082593577,-76.5893794926598,Point,,Injury Crash,NA,Feet,NA,N,N,Overturn,2022-05-29T18:00:00Z
2022-05-27,Fri,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADK319001M,20220527,22:51:00,Yes,Y,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.2955186620658,-76.5849297527966,Point,,Injury Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-05-27T22:51:00Z
2022-06-17,Fri,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK458000Z,20220617,15:40:00,Yes,Y,N,1,Not Applicable,0,40,6.35,East,E,ORLEANS ST,0,U,E,1445,N BROADWAY,39.2952084150505,-76.5926849664521,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Other Vehicle,2022-06-17T15:40:00Z
2022-06-01,Wed,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK208000S,20220601,15:05:00,No,N,N,1,Other Vehicle,1,40,6.911,East,E,ORLEANS ST,0,F,E,0,N MONTFORD AVE,39.2955803397312,-76.583509587603,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-01T15:05:00Z
2022-05-21,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,Other,Not Applicable,ADJ610002J,20220521,09:15:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS,0,F,S,NA,200 WOLFE,39.2953054133999,-76.5906784275189,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-21T09:15:00Z
2022-06-24,Fri,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH960005P,20220624,22:35:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2000 ORLEANS STREET,0,F,W,NA,WASHINGTON STREET,39.2953584477124,-76.5892826477673,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-24T22:35:00Z
2022-05-21,Sat,Y,2022,Q2,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK407002X,20220521,22:45:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,E BALTIMORE ST,5,M,W,NA,S ANN ST,39.2916262909897,-76.591636612993,Point,,Injury Crash,NA,Miles,NA,N,N,Other Vehicle,2022-05-21T22:45:00Z
2022-05-09,Mon,N,2022,Q2,Daylight,Baltimore City,24,NA,Single Vehicle,NA,NA,NA,NA,ADK7550003,20220509,11:25:00,No,N,N,9,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2956262172375,-76.5891856348213,Point,,Property Damage Crash,NA,NA,NA,N,N,Fixed Object,2022-05-09T11:25:00Z
2022-06-16,Thu,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK8010001,20220616,09:28:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,E BALTIMORE ST,10,F,W,NA,S MADEIRA ST,39.2918594055013,-76.5853219806854,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-16T09:28:00Z
2022-05-26,Thu,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK1010024,20220526,08:15:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,PATTERSON PARK AVE,4,F,E,NA,ORLEANS ST4,39.295483277371,-76.5848846561279,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-05-26T08:15:00Z
2022-04-30,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Intersection,Angle Meets Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ927009M,20220430,10:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,N PATTERSON PARK,0,F,U,NA,JEFFERSON ST,39.2965787231558,-76.5849789757055,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-04-30T10:00:00Z
2022-06-28,Tue,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADK604001P,20220628,19:30:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,N WOLFE,0,F,S,NA,E FAYETTE,39.29429,-76.59062,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-06-28T19:30:00Z
2022-05-02,Mon,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Curb,ADK458000R,20220502,15:19:00,No,N,N,0,Not Applicable,0,40,6.795,East,E,ORLEANS ST,0,U,W,0,N MADEIRA ST,39.2954709277333,-76.5861141955506,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Not Applicable,2022-05-02T15:19:00Z
2022-07-13,Wed,N,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,Not Applicable,Not Applicable,ADH4600019,20220713,13:15:00,No,N,N,2,Other Vehicle,1,NA,0,NA,NA,803 S. ROBINSON ST,50,F,S,NA,3100 FAIT AVE,39.294085,-76.589301,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-07-13T13:15:00Z
2022-07-13,Wed,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH4600018,20220713,07:00:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,3100 DILLON ST,0,F,E,NA,900 S. EAST AVE,39.294085,-76.589301,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-07-13T07:00:00Z
2022-07-22,Fri,N,2022,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK698000V,20220722,20:38:00,Yes,Y,N,2,Parked Vehicle,2,NA,0,NA,NA,2000 EAST LOMBARD,0,F,E,NA,100 S CASTLE,39.2915983450187,-76.5889110847754,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-07-22T20:38:00Z
2022-09-15,Thu,N,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ396001D,20220915,17:46:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,KEITH AVENUE,20,F,S,NA,LELAND AVENUE,39.2958384243208,-76.5844038268988,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-09-15T17:46:00Z
2022-08-17,Wed,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Curb,ADK2080013,20220817,15:30:00,No,N,N,1,Other Vehicle,1,40,6.911,East,E,ORLEANS ST,0,F,E,0,N MONTFORD AVE,39.2955837284785,-76.5835191097942,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-08-17T15:30:00Z
2022-08-03,Wed,N,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",NA,ADK709000T,20220803,18:00:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,1780 E FAYETTE ST,0,F,W,NA,N/A,39.29401,-76.592126,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-08-03T18:00:00Z
2022-08-02,Tue,N,2022,Q3,Daylight,Baltimore City,24,NA,Single Vehicle,NA,NA,NA,NA,ADJ006007T,20220802,12:30:00,No,N,N,9,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.29561,-76.59054,Point,,Property Damage Crash,NA,NA,NA,N,N,Fixed Object,2022-08-02T12:30:00Z
2022-09-16,Fri,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK6220018,20220916,14:45:00,Yes,Y,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.2955178,-76.5871338,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-09-16T14:45:00Z
2022-09-17,Sat,Y,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK610001D,20220917,15:00:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS,2,F,N,NA,CAROLINE,39.2964392,-76.592394032674,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-09-17T15:00:00Z
2022-08-02,Tue,N,2022,Q3,Daylight,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK8080006,20220802,07:50:00,Yes,Y,N,1,Not Applicable,0,40,6.7,East,E,ORLEANS ST,5,F,W,0,N CHESTER ST,39.29544,-76.58762,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-08-02T07:50:00Z
2022-09-21,Wed,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK6980012,20220921,15:39:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,2198 EAST FAYETTE,0,F,E,NA,146 NORTH COLLINGTON,39.294329,-76.586549,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-09-21T15:39:00Z
2022-07-21,Thu,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Light Support Pole,ADK8080005,20220721,07:50:00,Yes,Y,N,1,Fixed Object,9,40,6.753,East,E,ORLEANS ST,0,F,E,0,N COLLINGTON AVE,39.295413,-76.589242,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-07-21T07:50:00Z
2022-09-14,Wed,N,2022,Q3,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADG204002H,20220914,12:56:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,1300 ORLEANS STREET,10,F,W,NA,400 N. CENTRAL AVENUE,39.29,-76.59,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-09-14T12:56:00Z
2022-07-23,Sat,Y,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,Not Applicable,Not Applicable,ADK6100014,20220723,15:45:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS,2,F,N,NA,N BROADWAY,39.2964392,-76.592394032674,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-07-23T15:45:00Z
2022-07-27,Wed,N,2022,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Other Pole,ADK773000C,20220727,16:45:00,Yes,Y,N,1,Fixed Object,9,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.295484,-76.58501,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-07-27T16:45:00Z
2022-07-03,Sun,Y,2022,Q3,Daylight,Baltimore City,24,NA,Other,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADK004001W,20220703,07:30:00,No,N,N,3,Pedestrian,3,NA,0,NA,NA,ORLEANS ST,0,F,E,NA,MONTFORD AVE,39.295902,-76.5837396638889,Point,,Injury Crash,Not Applicable,Feet,NA,Y,N,Pedestrian,2022-07-03T07:30:00Z
2022-09-05,Mon,N,2022,Q3,Not Applicable,Baltimore City,24,Intersection,Same Direction Rear End,Dry,Not Applicable,Not Applicable,Not Applicable,ADK458001M,20220905,19:36:00,Yes,Y,N,0,Not Applicable,0,1445,0.626,North,N,N BROADWAY,0,F,N,0,ASHLAND AVE,39.2959910772388,-76.5905490165345,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Not Applicable,2022-09-05T19:36:00Z
2022-09-21,Wed,N,2022,Q3,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADK353001B,20220921,07:48:00,No,N,N,1,Other Vehicle,1,40,6.949,East,E,ORLEANS ST,0,U,E,0,N PORT ST,39.2957449,-76.5852896,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-09-21T07:48:00Z
2022-07-03,Sun,Y,2022,Q3,Daylight,Baltimore City,24,Not Applicable,Other,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI245005T,20220703,12:00:00,No,N,N,2,Other Vehicle,1,NA,0,NA,NA,200 S CONKLING ST,5,F,N,NA,3600 GOUGH ST,39.2912950084742,-76.5913347966642,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-07-03T12:00:00Z
2022-07-11,Mon,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH4600017,20220711,06:47:00,Yes,Y,N,3,Pedestrian,3,NA,0,NA,NA,01 N. WASHINGTON ST,0,F,N,NA,1900 E. FAYETTE ST,39.294085,-76.589301,Point,,Injury Crash,NA,Feet,NA,Y,N,Pedestrian,2022-07-11T06:47:00Z
2022-08-29,Mon,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK8080008,20220829,09:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,800 N. PATTERSON PARK,0,F,U,NA,2400 E. MONUMENT,39.29544,-76.58762,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-08-29T09:00:00Z
2022-09-29,Thu,N,2022,Q3,NA,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ874003Y,20220929,18:00:00,No,N,N,1,Other Vehicle,1,1665,1.759,East,E,E BALTIMORE ST,25,F,E,0,N PORT ST,39.2916746387923,-76.5880219539563,Point,,Property Damage Crash,Other,Feet,NA,N,N,Other Vehicle,2022-09-29T18:00:00Z
2022-07-22,Fri,N,2022,Q3,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK7550005,20220722,11:00:00,Yes,Y,N,1,Not Applicable,0,40,8.19,East,E,PULASKI HWY,0,F,E,3001,S KRESSON ST,39.2956262172375,-76.5891856348213,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-07-22T11:00:00Z
