crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2020-01-10,Fri,N,2020,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ294002N,20200110,20:13:00,Yes,Y,N,1,Other Vehicle,1,4252,0.96,North,N,N CAROLINE ST,0,F,N,955,E PRESTON ST,39.2953361273575,-76.5898977091178,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-01-10T20:13:00Z
2020-02-20,Thu,N,2020,Q1,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ959000Z,20200220,11:00:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,1900 E FAYETTE,100,F,E,NA,100 S WASHINGTON,39.2941362744251,-76.5889392235368,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-02-20T11:00:00Z
2020-01-07,Tue,N,2020,Q1,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI012004R,20200107,10:29:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2000 ORLEANS STREET,0,F,E,NA,300 N GAY STREET,39.295493,-76.5892427,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-01-07T10:29:00Z
2020-02-05,Wed,N,2020,Q1,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Not Applicable,Not Applicable,"Two-way, Not Divided",Not Applicable,ADK2480009,20200205,14:26:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS ST,10,F,E,NA,N WASHINGTON ST,39.29545525,-76.5905523921684,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,NA,2020-02-05T14:26:00Z
2017-03-07,Tue,N,2017,Q1,Daylight,Baltimore City,24,Intersection,Not Applicable,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADG582001P,20170307,09:50:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,E. BALTIMORE ST.,0,F,E,NA,S. ANN ST.,39.2916320139515,-76.5917725861073,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-03-07T09:50:00Z
2020-02-11,Tue,N,2020,Q1,NA,Baltimore City,24,Not Applicable,Same Direction Right Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADG204001B,20200211,19:30:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,UNIT BLK. S. WASHINGTON STREET,10,F,N,NA,2000 E. BALTIMORE STREET,39.2917199059501,-76.5891635496311,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-02-11T19:30:00Z
2020-03-02,Mon,N,2020,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ4570061,20200302,19:50:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,UNIT S BROADWAY,5,F,S,NA,1800 E BALTIMORE ST,39.2915608204862,-76.5917910690234,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-03-02T19:50:00Z
2020-02-25,Tue,N,2020,Q1,Dark Lights On,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI012004X,20200225,19:09:00,Yes,Y,N,3,Not Applicable,0,NA,0,NA,NA,600 N WOLFE STREET,0,F,S,NA,1800 ORLEANS STREET,39.2952909492101,-76.5906925285583,Point,,Injury Crash,NA,Feet,NA,N,N,NA,2020-02-25T19:09:00Z
2020-03-03,Tue,N,2020,Q1,Daylight,Baltimore City,24,NA,Other,Wet,No Defects,One-way Trafficway,Not Applicable,ADK2690010,20200303,12:05:00,Yes,Y,N,3,Not Applicable,0,NA,0,NA,NA,E FAYETTE,5,F,S,NA,N WOLFE,39.294207,-76.590732,Point,,Injury Crash,Raining,Feet,NA,N,N,NA,2020-03-03T12:05:00Z
2019-04-02,Tue,N,2019,Q2,Daylight,Baltimore City,24,Intersection,Head On,Not Applicable,No Defects,One-way Trafficway,Building,ADK1240008,20190402,13:47:00,No,N,N,9,Not Applicable,0,NA,0,NA,NA,COLLINGTON ST,0,F,N,NA,JEFFERSON ST,39.2969115465383,-76.5864619219025,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2019-04-02T13:47:00Z
2020-01-21,Tue,N,2020,Q1,NA,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK3200001,20200121,07:14:00,No,N,N,1,Not Applicable,0,1680,0.905,West,W,E FAYETTE ST,0,F,W,0,N COLLINGTON AVE,39.2942771904791,-76.5863703610131,Point,,Injury Crash,NA,Feet,NA,N,N,NA,2020-01-21T07:14:00Z
2020-01-20,Mon,N,2020,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Not Applicable,No Defects,One-way Trafficway,Not Applicable,ADJ617000K,20200120,10:12:00,No,N,N,99,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS,5,F,N,NA,300 WOLF ST,39.2957183854926,-76.5916450458077,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,NA,2020-01-20T10:12:00Z
2020-03-02,Mon,N,2020,Q1,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,Other,Not Applicable,ADK267000L,20200302,17:08:00,No,N,N,2,Parked Vehicle,2,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2964392,-76.592394032674,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-03-02T17:08:00Z
2020-02-10,Mon,N,2020,Q1,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK3250007,20200210,09:52:00,No,N,N,1,Not Applicable,0,40,6.721,East,E,ORLEANS ST,0,F,E,0,N DUNCAN ST,39.295437779183,-76.5870607323262,Point,,Injury Crash,Raining,Feet,NA,N,N,NA,2020-02-10T09:52:00Z
2020-03-02,Mon,N,2020,Q1,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,Not Applicable,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK124001C,20200302,07:13:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,1800 ORLEANS ST,0,U,W,NA,400 BROADWAY,39.29540922241,-76.5922259717064,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2020-03-02T07:13:00Z
2015-05-26,Tue,N,2015,Q2,Daylight,Baltimore City,24,NA,Other,NA,NA,NA,Not Applicable,ADI6720002,20150526,06:58:00,No,N,N,3,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2902110807018,-76.587308049202,Point,,NA,NA,NA,NA,N,N,NA,2015-05-26T06:58:00Z
2020-01-27,Mon,N,2020,Q1,Daylight,Baltimore City,24,Not Applicable,Other,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADK2480008,20200127,07:58:00,No,N,N,1,Other Vehicle,1,40,6.643,East,E,ORLEANS ST,10,F,E,0,N CASTLE ST,39.2953767587538,-76.5885198446705,Point,,Property Damage Crash,NA,Feet,NA,N,N,NA,2020-01-27T07:58:00Z
2015-12-11,Fri,N,2015,Q4,Daylight,Baltimore City,24,NA,Other,NA,NA,NA,Not Applicable,MTA02260006,20151211,08:30:00,No,N,N,1,Other Vehicle,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2946533473947,-76.5891560912132,Point,,NA,NA,NA,NA,N,N,NA,2015-12-11T08:30:00Z
2020-02-18,Tue,N,2020,Q1,NA,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADK1420017,20200218,21:00:00,Yes,Y,N,3,Not Applicable,0,1025,1.4,South,S,N WOLFE ST,0,F,S,40,ORLEANS ST,39.295296089006,-76.5906494270624,Point,,Injury Crash,NA,Feet,NA,N,N,NA,2020-02-18T21:00:00Z
2017-07-22,Sat,Y,2017,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH4360028,20170722,05:25:00,Yes,Y,N,2,Parked Vehicle,2,1665,1.647,East,E,E BALTIMORE ST,50,F,E,1410,N PATTERSON PARK AVE,39.2919101772027,-76.5849329531193,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-07-22T05:25:00Z
2018-09-25,Tue,N,2018,Q3,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI236001B,20180925,11:30:00,No,N,N,2,Not Applicable,0,40,6.84,East,E,ORLEANS ST,75,F,E,1410,N PATTERSON PARK AVE,39.2955338839541,-76.5846308093747,Point,,Property Damage Crash,Cloudy,NA,NA,N,N,NA,2018-09-25T11:30:00Z
2018-09-18,Tue,N,2018,Q3,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ4240050,20180918,21:47:00,Yes,Y,N,1,Parked Vehicle,2,1390,0.31,West,W,E LOMBARD ST,0,F,W,1027,S WOLFE ST,39.2916729150969,-76.5904492202551,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-09-18T21:47:00Z
2015-01-11,Sun,Y,2015,Q1,NA,Baltimore City,24,NA,Other,NA,NA,NA,Not Applicable,ADJ0790003,20150111,17:30:00,No,N,N,2,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2962143012955,-76.5876996517181,Point,,NA,NA,NA,NA,N,N,NA,2015-01-11T17:30:00Z
2018-01-06,Sat,Y,2018,Q1,Dawn,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADI1510010,20180106,06:47:00,Yes,Y,N,1,Not Applicable,0,40,6.53,East,E,ORLEANS ST,500,F,W,1025,N WOLFE ST,39.2953528749223,-76.5921977162361,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-01-06T06:47:00Z
2018-12-07,Fri,N,2018,Q4,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK005000V,20181207,12:56:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,1900 BLK E. BALTIMORE STREET,5,F,E,NA,UNIT BLK S. WOLFE STREET,39.2916569560874,-76.5904173760748,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-12-07T12:56:00Z
2018-11-16,Fri,N,2018,Q4,Daylight,Baltimore City,24,Intersection,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,ADK039000V,20181116,13:07:00,Yes,Y,N,1,Not Applicable,0,1410,1.29,South,S,N PATTERSON PARK AVE,0,F,S,40,ORLEANS ST,39.2955226296657,-76.5849362884649,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-11-16T13:07:00Z
2015-04-03,Fri,N,2015,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Left Turn,Dry,No Defects,One-way Trafficway,Not Applicable,ADH8750002,20150403,14:30:00,Yes,Y,N,1,Not Applicable,0,1025,1.48,South,S,N WOLFE ST,0,U,S,1680,E FAYETTE ST,39.294636741315,-76.5906286239624,Point,,NA,NA,NA,NA,N,N,NA,2015-04-03T14:30:00Z
2019-07-02,Tue,N,2019,Q3,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,Not Applicable,Not Applicable,ADK124000S,20190702,18:20:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2000 ORLEANS ST,0,F,E,NA,CASTLE STREET,39.2941641508991,-76.5883141747406,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2019-07-02T18:20:00Z
2015-07-17,Fri,N,2015,Q3,Dark Lights On,Baltimore City,24,Intersection Related,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH364001M,20150717,02:10:00,Yes,Y,N,4,Not Applicable,0,1410,1.54,South,S,N PATTERSON PARK AVE,5,F,N,1665,E BALTIMORE ST,39.291938201051,-76.5846955776215,Point,,NA,NA,NA,NA,N,N,NA,2015-07-17T02:10:00Z
2017-06-12,Mon,N,2017,Q2,Daylight,Baltimore City,24,Not Applicable,Opposite Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ818000L,20170612,09:20:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,N COLLINGTON AVE,100,F,N,NA,E MULLIKIN ST,39.2946606125533,-76.5863759815693,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-06-12T09:20:00Z
2015-10-23,Fri,N,2015,Q4,Daylight,Baltimore City,24,NA,Same Direction Rear End,Dry,Not Applicable,Not Applicable,Not Applicable,ADI551000L,20151023,14:40:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,MCELDERRY ST,10,F,W,NA,COLLINGTON AVE,39.2970528844992,-76.5868842601776,Point,,NA,NA,NA,NA,N,N,NA,2015-10-23T14:40:00Z
2016-01-16,Sat,Y,2016,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ3890017,20160116,08:35:00,Yes,Y,N,1,Not Applicable,0,40,6.35,East,E,ORLEANS ST,0,F,E,1445,N BROADWAY,39.2953466477051,-76.5926268696785,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-16T08:35:00Z
2015-04-22,Wed,N,2015,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,"Holes, Ruts, Etc.","Two-way, Not Divided",Not Applicable,ADI601000K,20150422,10:30:00,Yes,Y,N,1,Not Applicable,0,40,6.7,East,E,ORLEANS ST,0,F,E,NA,N CHESTER ST,39.2953591021389,-76.5876138210297,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-04-22T10:30:00Z
2016-06-01,Wed,N,2016,Q2,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5510018,20160601,08:16:00,No,N,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,20,F,W,1410,N PATTERSON PARK AVE,39.29551997171,-76.5853352844715,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-06-01T08:16:00Z
2015-08-25,Tue,N,2015,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH447000R,20150825,08:30:00,Yes,Y,N,1,Bicycle,4,1087,0.257,North,N,N WASHINGTON ST,0,F,N,40,ORLEANS ST,39.2953009814288,-76.5893948078156,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-08-25T08:30:00Z
2015-11-06,Fri,N,2015,Q4,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End,Dry,Not Applicable,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI951000B,20151106,12:00:00,Yes,Y,Y,1,Not Applicable,0,NA,0,NA,NA,2100 BLK OF E. BALTIMORE ST,2,F,N,NA,UNIT BLK OF N. CHESTER ST,39.2918074229961,-76.5873482823372,Point,,NA,NA,NA,NA,N,N,NA,2015-11-06T12:00:00Z
2016-09-11,Sun,Y,2016,Q3,Daylight,Baltimore City,24,Non Intersection,Head On,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH909001Y,20160911,13:00:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,2100 ORLEANS ST,0,U,U,NA,400 N. DUNCAN ST,39.2954182606693,-76.5871484577656,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-09-11T13:00:00Z
2016-01-31,Sun,Y,2016,Q1,Dark Lights On,Baltimore City,24,Intersection Related,Single Vehicle,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Building,ADJ086001Y,20160131,18:10:00,No,N,N,9,Fixed Object,9,40,6.721,East,E,ORLEANS ST,100,F,E,0,N DUNCAN ST,39.2953892003448,-76.5869714319706,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-31T18:10:00Z
2018-04-11,Wed,N,2018,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Curb,ADJ860000L,20180411,17:36:00,Yes,Y,N,1,Fixed Object,9,3006,0.068,West,W,FAIRMOUNT AVE,0,F,W,0,ANN ST,39.2927373949687,-76.5918597579002,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-04-11T17:36:00Z
2018-05-22,Tue,N,2018,Q2,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ7120014,20180522,16:35:00,Yes,Y,N,1,Not Applicable,0,40,6.6,East,E,ORLEANS ST,0,F,E,1087,N WASHINGTON ST,39.2953258903104,-76.5894055366516,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-05-22T16:35:00Z
2017-05-25,Thu,N,2017,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Wet,Not Applicable,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ7800013,20170525,09:10:00,Yes,Y,N,1,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.29527918615,-76.5907748043537,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-05-25T09:10:00Z
2016-07-20,Wed,N,2016,Q3,Daylight,Baltimore City,24,Intersection,Not Applicable,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5760013,20160720,13:50:00,No,N,Y,3,Not Applicable,0,NA,0,NA,NA,100S WOLFE,0,F,U,NA,1800 E LOMBARD,39.2905235016612,-76.5903885662556,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2016-07-20T13:50:00Z
2018-05-26,Sat,Y,2018,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Other,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ847000J,20180526,22:00:00,No,N,N,1,Not Applicable,0,1680,0.83,West,W,E FAYETTE ST,15,F,E,1410,N PATTERSON PARK AVE,39.2943746760991,-76.5848410874605,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-26T22:00:00Z
2015-12-28,Mon,N,2015,Q4,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI997001Q,20151228,10:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E LOMBARD ST,0,F,S,NA,N WASHINGTON ST,39.290617954235,-76.58911049366,Point,,NA,NA,NA,NA,N,N,NA,2015-12-28T10:00:00Z
2017-03-24,Fri,N,2017,Q1,Daylight,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ4560025,20170324,17:10:00,Yes,Y,N,1,Not Applicable,0,1665,1.266,East,E,E BALTIMORE ST,0,F,E,0,S ANN ST,39.2916133313055,-76.5917752683163,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-03-24T17:10:00Z
2016-02-05,Fri,N,2016,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ424001L,20160205,13:40:00,Yes,Y,N,1,Not Applicable,0,1680,0.83,West,W,E FAYETTE ST,0,F,W,1410,N PATTERSON PARK AVE,39.294308770435,-76.5848685801029,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-02-05T13:40:00Z
2019-07-17,Wed,N,2019,Q3,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADK0730014,20190717,09:10:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,ORLEANS ST,0,F,W,NA,N PATTERSON PARK,39.2954850572203,-76.5848789159917,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2019-07-17T09:10:00Z
2017-11-04,Sat,Y,2017,Q4,Dark Lights On,Baltimore City,24,Intersection Related,Same Movement Angle,Wet,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADG683001K,20171104,19:51:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,400 N WOLFE ST.,0,U,U,NA,1900 ORLEANS ST.,39.2952843755027,-76.5906929969788,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-11-04T19:51:00Z
2019-01-06,Sun,Y,2019,Q1,Not Applicable,Baltimore City,24,Intersection,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,ADK0390016,20190106,17:00:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,600 N LAKEWOOD AVENUE,0,F,N,NA,2700 MCEELDERRY,39.2955256799783,-76.5849443525076,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2019-01-06T17:00:00Z
2018-02-12,Mon,N,2018,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ859000K,20180212,23:04:00,Yes,Y,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,0,F,W,1087,N WASHINGTON ST,39.2941406328692,-76.5893062949181,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-02-12T23:04:00Z
2015-09-24,Thu,N,2015,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ028000T,20150924,21:45:00,No,N,N,1,Other Vehicle,1,40,6.84,East,E,ORLEANS ST,25,F,E,1410,N PATTERSON PARK AVE,39.2954836463553,-76.5844702720642,Point,,NA,NA,NA,NA,N,N,NA,2015-09-24T21:45:00Z
2015-02-10,Tue,N,2015,Q1,NA,Baltimore City,24,Non Intersection,Single Vehicle,Ice,No Defects,"Two-way, Not Divided",Not Applicable,ADH5650004,20150210,06:15:00,No,N,N,3,Other Vehicle,1,1415,0.08,South,S,S PATTERSON PARK AVE,5,F,S,1390,E LOMBARD ST,39.2914316942094,-76.5847063064575,Point,,NA,NA,NA,NA,N,N,NA,2015-02-10T06:15:00Z
2015-11-13,Fri,N,2015,Q4,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ195000Q,20151113,22:50:00,No,N,N,1,Not Applicable,0,40,6.753,East,E,ORLEANS ST,0,F,E,0,N COLLINGTON AVE,39.2954670404725,-76.5864711999893,Point,,NA,NA,NA,NA,N,N,NA,2015-11-13T22:50:00Z
2016-03-19,Sat,Y,2016,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,Not Applicable,Not Applicable,ADH081000C,20160319,20:00:00,No,N,N,2,Other Vehicle,1,83,0,North,N,JONES FALLS EXPWY,0,M,N,0,EXIT #1,39.2906968376057,-76.5853714942932,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2016-03-19T20:00:00Z
2016-12-17,Sat,Y,2016,Q4,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Ice,No Defects,One-way Trafficway,Not Applicable,ADI997002K,20161217,01:10:00,No,N,N,2,Not Applicable,0,1087,0.076,North,N,N WASHINGTON ST,100,F,N,3005,FAIRMOUNT AVE,39.2931587844525,-76.5892124176025,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2016-12-17T01:10:00Z
2018-11-14,Wed,N,2018,Q4,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ927001F,20181114,20:15:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,CHESTER ST,0,U,U,NA,MCELDERLLY,39.2970192229608,-76.5877289761095,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2018-11-14T20:15:00Z
2016-03-09,Wed,N,2016,Q1,Daylight,Baltimore City,24,NA,Other,NA,NA,NA,Not Applicable,ADJ563001G,20160309,13:58:00,No,N,N,1,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2952065351719,-76.5924726426601,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-03-09T13:58:00Z
2017-10-26,Thu,N,2017,Q4,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADH434000G,20171026,17:16:00,No,N,N,2,Not Applicable,0,1370,1.291,East,E,E MONUMENT ST,0,F,E,0,N COLLINGTON AVE,39.296913813227,-76.5865691006184,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-10-26T17:16:00Z
2015-09-26,Sat,Y,2015,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI561000J,20150926,08:05:00,Yes,Y,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,0,F,W,1087,N WASHINGTON ST,39.2941219508925,-76.5892446041107,Point,,NA,NA,NA,NA,N,N,NA,2015-09-26T08:05:00Z
2016-10-22,Sat,Y,2016,Q4,Daylight,Baltimore City,24,Non Intersection,Not Applicable,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADX007004L,20161022,12:25:00,No,N,N,3,Not Applicable,0,NA,0,NA,NA,S PATTRSON PARK AVE,75,F,N,NA,E PRATT STREET,39.2900117948434,-76.5845493972301,Point,,Injury Crash,Cloudy,NA,NA,N,N,NA,2016-10-22T12:25:00Z
2019-06-26,Wed,N,2019,Q2,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,One-way Trafficway,Not Applicable,ADK0730011,20190626,08:43:00,Yes,Y,N,1,Pedestrian,3,NA,0,NA,NA,N WOLFE ST,0,F,S,NA,ORLEANS ST,39.295389,-76.590801,Point,,Injury Crash,Not Applicable,NA,NA,Y,N,NA,2019-06-26T08:43:00Z
2015-08-07,Fri,N,2015,Q3,Dark Lights On,Baltimore City,24,Non Intersection,Single Vehicle,Dry,"Holes, Ruts, Etc.","Two-way, Not Divided",NA,ADJ0130014,20150807,21:15:00,No,N,Y,9,Not Applicable,0,1680,0.83,West,W,E FAYETTE ST,100,F,E,1410,N PATTERSON PARK AVE,39.2942464973095,-76.5847384929657,Point,,NA,NA,NA,NA,N,N,NA,2015-08-07T21:15:00Z
2016-09-25,Sun,Y,2016,Q3,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI5760018,20160925,16:00:00,No,N,N,1,Parked Vehicle,2,NA,0,NA,NA,1900 E LOMBARD ST,0,F,U,NA,100 S WOLFE,39.2904975531297,-76.5903349220753,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2016-09-25T16:00:00Z
